FTIR Spectrum of Ammonia Molecule,
Wavenumber (cm-1),% of Transmittance
3159.93,9.84E+01
3159.99,9.84E+01
3160.05,9.84E+01
3160.11,9.84E+01
3160.17,9.84E+01
3160.23,9.84E+01
3160.29,9.84E+01
3160.35,9.84E+01
3160.41,9.84E+01
3160.47,9.84E+01
3160.53,9.84E+01
3160.59,9.84E+01
3160.65,9.83E+01
3160.71,9.83E+01
3160.77,9.83E+01
3160.83,9.83E+01
3160.89,9.83E+01
3160.95,9.82E+01
3161.01,9.82E+01
3161.07,9.82E+01
3161.13,9.82E+01
3161.19,9.81E+01
3161.25,9.81E+01
3161.31,9.81E+01
3161.37,9.81E+01
3161.43,9.81E+01
3161.49,9.81E+01
3161.55,9.82E+01
3161.61,9.82E+01
3161.67,9.82E+01
3161.74,9.83E+01
3161.8,9.83E+01
3161.86,9.83E+01
3161.92,9.83E+01
3161.98,9.84E+01
3162.04,9.84E+01
3162.1,9.84E+01
3162.16,9.84E+01
3162.22,9.84E+01
3162.28,9.84E+01
3162.34,9.84E+01
3162.4,9.84E+01
3162.46,9.84E+01
3162.52,9.84E+01
3162.58,9.84E+01
3162.64,9.84E+01
3162.7,9.84E+01
3162.76,9.84E+01
3162.82,9.83E+01
3162.88,9.83E+01
3162.94,9.83E+01
3163,9.82E+01
3163.06,9.82E+01
3163.12,9.82E+01
3163.18,9.82E+01
3163.24,9.82E+01
3163.3,9.82E+01
3163.36,9.82E+01
3163.42,9.82E+01
3163.48,9.82E+01
3163.54,9.83E+01
3163.6,9.83E+01
3163.66,9.83E+01
3163.72,9.83E+01
3163.78,9.84E+01
3163.84,9.84E+01
3163.9,9.84E+01
3163.96,9.84E+01
3164.03,9.84E+01
3164.09,9.84E+01
3164.15,9.84E+01
3164.21,9.84E+01
3164.27,9.84E+01
3164.33,9.83E+01
3164.39,9.83E+01
3164.45,9.83E+01
3164.51,9.82E+01
3164.57,9.82E+01
3164.63,9.81E+01
3164.69,9.81E+01
3164.75,9.81E+01
3164.81,9.80E+01
3164.87,9.80E+01
3164.93,9.80E+01
3164.99,9.81E+01
3165.05,9.81E+01
3165.11,9.81E+01
3165.17,9.81E+01
3165.23,9.80E+01
3165.29,9.80E+01
3165.35,9.80E+01
3165.41,9.80E+01
3165.47,9.80E+01
3165.53,9.80E+01
3165.59,9.80E+01
3165.65,9.80E+01
3165.71,9.79E+01
3165.77,9.79E+01
3165.83,9.79E+01
3165.89,9.79E+01
3165.95,9.80E+01
3166.01,9.80E+01
3166.07,9.81E+01
3166.13,9.81E+01
3166.19,9.81E+01
3166.26,9.82E+01
3166.32,9.82E+01
3166.38,9.82E+01
3166.44,9.83E+01
3166.5,9.83E+01
3166.56,9.83E+01
3166.62,9.83E+01
3166.68,9.83E+01
3166.74,9.83E+01
3166.8,9.83E+01
3166.86,9.83E+01
3166.92,9.83E+01
3166.98,9.84E+01
3167.04,9.84E+01
3167.1,9.84E+01
3167.16,9.84E+01
3167.22,9.84E+01
3167.28,9.84E+01
3167.34,9.84E+01
3167.4,9.84E+01
3167.46,9.84E+01
3167.52,9.83E+01
3167.58,9.83E+01
3167.64,9.83E+01
3167.7,9.82E+01
3167.76,9.82E+01
3167.82,9.82E+01
3167.88,9.82E+01
3167.94,9.82E+01
3168,9.82E+01
3168.06,9.82E+01
3168.12,9.82E+01
3168.18,9.82E+01
3168.24,9.83E+01
3168.3,9.83E+01
3168.36,9.83E+01
3168.42,9.83E+01
3168.48,9.83E+01
3168.55,9.83E+01
3168.61,9.83E+01
3168.67,9.83E+01
3168.73,9.83E+01
3168.79,9.83E+01
3168.85,9.83E+01
3168.91,9.83E+01
3168.97,9.83E+01
3169.03,9.82E+01
3169.09,9.82E+01
3169.15,9.82E+01
3169.21,9.82E+01
3169.27,9.82E+01
3169.33,9.82E+01
3169.39,9.82E+01
3169.45,9.82E+01
3169.51,9.82E+01
3169.57,9.83E+01
3169.63,9.83E+01
3169.69,9.83E+01
3169.75,9.83E+01
3169.81,9.83E+01
3169.87,9.83E+01
3169.93,9.83E+01
3169.99,9.82E+01
3170.05,9.82E+01
3170.11,9.82E+01
3170.17,9.82E+01
3170.23,9.82E+01
3170.29,9.83E+01
3170.35,9.83E+01
3170.41,9.83E+01
3170.47,9.83E+01
3170.53,9.83E+01
3170.59,9.84E+01
3170.65,9.84E+01
3170.71,9.84E+01
3170.78,9.84E+01
3170.84,9.83E+01
3170.9,9.83E+01
3170.96,9.83E+01
3171.02,9.83E+01
3171.08,9.83E+01
3171.14,9.83E+01
3171.2,9.83E+01
3171.26,9.83E+01
3171.32,9.82E+01
3171.38,9.82E+01
3171.44,9.82E+01
3171.5,9.82E+01
3171.56,9.81E+01
3171.62,9.81E+01
3171.68,9.80E+01
3171.74,9.80E+01
3171.8,9.80E+01
3171.86,9.80E+01
3171.92,9.80E+01
3171.98,9.80E+01
3172.04,9.80E+01
3172.1,9.80E+01
3172.16,9.80E+01
3172.22,9.79E+01
3172.28,9.79E+01
3172.34,9.79E+01
3172.4,9.79E+01
3172.46,9.79E+01
3172.52,9.79E+01
3172.58,9.79E+01
3172.64,9.80E+01
3172.7,9.80E+01
3172.76,9.80E+01
3172.82,9.80E+01
3172.88,9.80E+01
3172.94,9.80E+01
3173.01,9.80E+01
3173.07,9.79E+01
3173.13,9.79E+01
3173.19,9.79E+01
3173.25,9.78E+01
3173.31,9.77E+01
3173.37,9.76E+01
3173.43,9.75E+01
3173.49,9.73E+01
3173.55,9.71E+01
3173.61,9.69E+01
3173.67,9.67E+01
3173.73,9.66E+01
3173.79,9.64E+01
3173.85,9.63E+01
3173.91,9.62E+01
3173.97,9.62E+01
3174.03,9.62E+01
3174.09,9.62E+01
3174.15,9.63E+01
3174.21,9.64E+01
3174.27,9.66E+01
3174.33,9.68E+01
3174.39,9.70E+01
3174.45,9.72E+01
3174.51,9.74E+01
3174.57,9.75E+01
3174.63,9.77E+01
3174.69,9.77E+01
3174.75,9.78E+01
3174.81,9.78E+01
3174.87,9.78E+01
3174.93,9.78E+01
3174.99,9.77E+01
3175.05,9.77E+01
3175.11,9.76E+01
3175.17,9.75E+01
3175.23,9.74E+01
3175.3,9.73E+01
3175.36,9.72E+01
3175.42,9.71E+01
3175.48,9.70E+01
3175.54,9.69E+01
3175.6,9.69E+01
3175.66,9.68E+01
3175.72,9.68E+01
3175.78,9.69E+01
3175.84,9.69E+01
3175.9,9.70E+01
3175.96,9.71E+01
3176.02,9.72E+01
3176.08,9.73E+01
3176.14,9.74E+01
3176.2,9.75E+01
3176.26,9.76E+01
3176.32,9.77E+01
3176.38,9.78E+01
3176.44,9.79E+01
3176.5,9.79E+01
3176.56,9.80E+01
3176.62,9.80E+01
3176.68,9.81E+01
3176.74,9.81E+01
3176.8,9.81E+01
3176.86,9.81E+01
3176.92,9.81E+01
3176.98,9.81E+01
3177.04,9.81E+01
3177.1,9.81E+01
3177.16,9.81E+01
3177.22,9.81E+01
3177.28,9.80E+01
3177.34,9.80E+01
3177.4,9.79E+01
3177.46,9.78E+01
3177.53,9.77E+01
3177.59,9.76E+01
3177.65,9.74E+01
3177.71,9.73E+01
3177.77,9.71E+01
3177.83,9.70E+01
3177.89,9.68E+01
3177.95,9.66E+01
3178.01,9.65E+01
3178.07,9.64E+01
3178.13,9.64E+01
3178.19,9.64E+01
3178.25,9.65E+01
3178.31,9.67E+01
3178.37,9.69E+01
3178.43,9.71E+01
3178.49,9.72E+01
3178.55,9.74E+01
3178.61,9.75E+01
3178.67,9.77E+01
3178.73,9.78E+01
3178.79,9.78E+01
3178.85,9.79E+01
3178.91,9.79E+01
3178.97,9.80E+01
3179.03,9.80E+01
3179.09,9.80E+01
3179.15,9.80E+01
3179.21,9.81E+01
3179.27,9.81E+01
3179.33,9.80E+01
3179.39,9.80E+01
3179.45,9.80E+01
3179.51,9.79E+01
3179.57,9.79E+01
3179.63,9.78E+01
3179.69,9.78E+01
3179.75,9.77E+01
3179.82,9.77E+01
3179.88,9.77E+01
3179.94,9.77E+01
3180,9.78E+01
3180.06,9.78E+01
3180.12,9.79E+01
3180.18,9.80E+01
3180.24,9.80E+01
3180.3,9.81E+01
3180.36,9.81E+01
3180.42,9.82E+01
3180.48,9.82E+01
3180.54,9.82E+01
3180.6,9.82E+01
3180.66,9.82E+01
3180.72,9.82E+01
3180.78,9.82E+01
3180.84,9.82E+01
3180.9,9.82E+01
3180.96,9.82E+01
3181.02,9.82E+01
3181.08,9.82E+01
3181.14,9.82E+01
3181.2,9.81E+01
3181.26,9.81E+01
3181.32,9.81E+01
3181.38,9.80E+01
3181.44,9.80E+01
3181.5,9.79E+01
3181.56,9.79E+01
3181.62,9.78E+01
3181.68,9.78E+01
3181.74,9.77E+01
3181.8,9.77E+01
3181.86,9.77E+01
3181.92,9.77E+01
3181.98,9.77E+01
3182.05,9.78E+01
3182.11,9.78E+01
3182.17,9.78E+01
3182.23,9.79E+01
3182.29,9.79E+01
3182.35,9.79E+01
3182.41,9.79E+01
3182.47,9.79E+01
3182.53,9.79E+01
3182.59,9.80E+01
3182.65,9.80E+01
3182.71,9.80E+01
3182.77,9.81E+01
3182.83,9.81E+01
3182.89,9.81E+01
3182.95,9.81E+01
3183.01,9.81E+01
3183.07,9.82E+01
3183.13,9.82E+01
3183.19,9.82E+01
3183.25,9.81E+01
3183.31,9.81E+01
3183.37,9.81E+01
3183.43,9.81E+01
3183.49,9.81E+01
3183.55,9.81E+01
3183.61,9.81E+01
3183.67,9.81E+01
3183.73,9.80E+01
3183.79,9.80E+01
3183.85,9.80E+01
3183.91,9.79E+01
3183.97,9.79E+01
3184.03,9.79E+01
3184.09,9.78E+01
3184.15,9.78E+01
3184.21,9.78E+01
3184.27,9.78E+01
3184.34,9.78E+01
3184.4,9.79E+01
3184.46,9.78E+01
3184.52,9.78E+01
3184.58,9.78E+01
3184.64,9.78E+01
3184.7,9.77E+01
3184.76,9.77E+01
3184.82,9.77E+01
3184.88,9.76E+01
3184.94,9.76E+01
3185,9.75E+01
3185.06,9.75E+01
3185.12,9.74E+01
3185.18,9.74E+01
3185.24,9.74E+01
3185.3,9.75E+01
3185.36,9.75E+01
3185.42,9.76E+01
3185.48,9.77E+01
3185.54,9.78E+01
3185.6,9.79E+01
3185.66,9.79E+01
3185.72,9.80E+01
3185.78,9.80E+01
3185.84,9.80E+01
3185.9,9.81E+01
3185.96,9.81E+01
3186.02,9.81E+01
3186.08,9.81E+01
3186.14,9.81E+01
3186.2,9.81E+01
3186.26,9.81E+01
3186.32,9.81E+01
3186.38,9.81E+01
3186.44,9.81E+01
3186.5,9.81E+01
3186.57,9.81E+01
3186.63,9.81E+01
3186.69,9.81E+01
3186.75,9.80E+01
3186.81,9.80E+01
3186.87,9.80E+01
3186.93,9.79E+01
3186.99,9.79E+01
3187.05,9.79E+01
3187.11,9.79E+01
3187.17,9.79E+01
3187.23,9.78E+01
3187.29,9.78E+01
3187.35,9.78E+01
3187.41,9.78E+01
3187.47,9.77E+01
3187.53,9.76E+01
3187.59,9.76E+01
3187.65,9.75E+01
3187.71,9.74E+01
3187.77,9.74E+01
3187.83,9.74E+01
3187.89,9.74E+01
3187.95,9.74E+01
3188.01,9.75E+01
3188.07,9.75E+01
3188.13,9.76E+01
3188.19,9.76E+01
3188.25,9.76E+01
3188.31,9.76E+01
3188.37,9.76E+01
3188.43,9.76E+01
3188.49,9.75E+01
3188.55,9.75E+01
3188.61,9.75E+01
3188.67,9.74E+01
3188.73,9.74E+01
3188.79,9.74E+01
3188.86,9.75E+01
3188.92,9.75E+01
3188.98,9.76E+01
3189.04,9.77E+01
3189.1,9.77E+01
3189.16,9.78E+01
3189.22,9.79E+01
3189.28,9.80E+01
3189.34,9.80E+01
3189.4,9.80E+01
3189.46,9.81E+01
3189.52,9.81E+01
3189.58,9.81E+01
3189.64,9.81E+01
3189.7,9.80E+01
3189.76,9.80E+01
3189.82,9.80E+01
3189.88,9.80E+01
3189.94,9.80E+01
3190,9.80E+01
3190.06,9.79E+01
3190.12,9.79E+01
3190.18,9.79E+01
3190.24,9.79E+01
3190.3,9.79E+01
3190.36,9.79E+01
3190.42,9.79E+01
3190.48,9.79E+01
3190.54,9.79E+01
3190.6,9.79E+01
3190.66,9.79E+01
3190.72,9.79E+01
3190.78,9.79E+01
3190.84,9.79E+01
3190.9,9.79E+01
3190.96,9.78E+01
3191.02,9.78E+01
3191.09,9.78E+01
3191.15,9.78E+01
3191.21,9.78E+01
3191.27,9.78E+01
3191.33,9.78E+01
3191.39,9.78E+01
3191.45,9.77E+01
3191.51,9.77E+01
3191.57,9.77E+01
3191.63,9.77E+01
3191.69,9.77E+01
3191.75,9.76E+01
3191.81,9.76E+01
3191.87,9.75E+01
3191.93,9.75E+01
3191.99,9.75E+01
3192.05,9.75E+01
3192.11,9.75E+01
3192.17,9.75E+01
3192.23,9.75E+01
3192.29,9.75E+01
3192.35,9.75E+01
3192.41,9.75E+01
3192.47,9.76E+01
3192.53,9.76E+01
3192.59,9.76E+01
3192.65,9.77E+01
3192.71,9.77E+01
3192.77,9.78E+01
3192.83,9.78E+01
3192.89,9.78E+01
3192.95,9.79E+01
3193.01,9.79E+01
3193.07,9.79E+01
3193.13,9.79E+01
3193.19,9.79E+01
3193.25,9.78E+01
3193.31,9.78E+01
3193.38,9.77E+01
3193.44,9.77E+01
3193.5,9.75E+01
3193.56,9.73E+01
3193.62,9.71E+01
3193.68,9.67E+01
3193.74,9.63E+01
3193.8,9.59E+01
3193.86,9.54E+01
3193.92,9.49E+01
3193.98,9.46E+01
3194.04,9.43E+01
3194.1,9.43E+01
3194.16,9.45E+01
3194.22,9.48E+01
3194.28,9.52E+01
3194.34,9.56E+01
3194.4,9.60E+01
3194.46,9.64E+01
3194.52,9.66E+01
3194.58,9.68E+01
3194.64,9.69E+01
3194.7,9.69E+01
3194.76,9.69E+01
3194.82,9.68E+01
3194.88,9.68E+01
3194.94,9.68E+01
3195,9.68E+01
3195.06,9.67E+01
3195.12,9.67E+01
3195.18,9.67E+01
3195.24,9.65E+01
3195.3,9.63E+01
3195.36,9.60E+01
3195.42,9.56E+01
3195.48,9.51E+01
3195.54,9.46E+01
3195.61,9.42E+01
3195.67,9.39E+01
3195.73,9.37E+01
3195.79,9.37E+01
3195.85,9.39E+01
3195.91,9.42E+01
3195.97,9.46E+01
3196.03,9.51E+01
3196.09,9.55E+01
3196.15,9.59E+01
3196.21,9.62E+01
3196.27,9.65E+01
3196.33,9.67E+01
3196.39,9.69E+01
3196.45,9.70E+01
3196.51,9.71E+01
3196.57,9.72E+01
3196.63,9.73E+01
3196.69,9.74E+01
3196.75,9.75E+01
3196.81,9.75E+01
3196.87,9.76E+01
3196.93,9.76E+01
3196.99,9.76E+01
3197.05,9.76E+01
3197.11,9.76E+01
3197.17,9.76E+01
3197.23,9.75E+01
3197.29,9.75E+01
3197.35,9.74E+01
3197.41,9.72E+01
3197.47,9.71E+01
3197.53,9.70E+01
3197.59,9.68E+01
3197.65,9.67E+01
3197.71,9.66E+01
3197.77,9.65E+01
3197.83,9.65E+01
3197.9,9.66E+01
3197.96,9.67E+01
3198.02,9.68E+01
3198.08,9.70E+01
3198.14,9.71E+01
3198.2,9.73E+01
3198.26,9.74E+01
3198.32,9.75E+01
3198.38,9.76E+01
3198.44,9.77E+01
3198.5,9.77E+01
3198.56,9.78E+01
3198.62,9.78E+01
3198.68,9.78E+01
3198.74,9.78E+01
3198.8,9.78E+01
3198.86,9.78E+01
3198.92,9.78E+01
3198.98,9.77E+01
3199.04,9.77E+01
3199.1,9.77E+01
3199.16,9.77E+01
3199.22,9.76E+01
3199.28,9.76E+01
3199.34,9.76E+01
3199.4,9.75E+01
3199.46,9.75E+01
3199.52,9.75E+01
3199.58,9.75E+01
3199.64,9.75E+01
3199.7,9.75E+01
3199.76,9.76E+01
3199.82,9.76E+01
3199.88,9.76E+01
3199.94,9.76E+01
3200,9.77E+01
3200.06,9.77E+01
3200.13,9.77E+01
3200.19,9.77E+01
3200.25,9.77E+01
3200.31,9.77E+01
3200.37,9.76E+01
3200.43,9.76E+01
3200.49,9.76E+01
3200.55,9.76E+01
3200.61,9.76E+01
3200.67,9.76E+01
3200.73,9.77E+01
3200.79,9.77E+01
3200.85,9.77E+01
3200.91,9.78E+01
3200.97,9.78E+01
3201.03,9.78E+01
3201.09,9.78E+01
3201.15,9.78E+01
3201.21,9.78E+01
3201.27,9.78E+01
3201.33,9.78E+01
3201.39,9.78E+01
3201.45,9.78E+01
3201.51,9.78E+01
3201.57,9.78E+01
3201.63,9.78E+01
3201.69,9.78E+01
3201.75,9.78E+01
3201.81,9.77E+01
3201.87,9.77E+01
3201.93,9.77E+01
3201.99,9.77E+01
3202.05,9.76E+01
3202.11,9.76E+01
3202.17,9.76E+01
3202.23,9.76E+01
3202.29,9.76E+01
3202.36,9.77E+01
3202.42,9.77E+01
3202.48,9.77E+01
3202.54,9.77E+01
3202.6,9.78E+01
3202.66,9.78E+01
3202.72,9.78E+01
3202.78,9.78E+01
3202.84,9.78E+01
3202.9,9.78E+01
3202.96,9.78E+01
3203.02,9.77E+01
3203.08,9.77E+01
3203.14,9.77E+01
3203.2,9.76E+01
3203.26,9.76E+01
3203.32,9.75E+01
3203.38,9.75E+01
3203.44,9.74E+01
3203.5,9.73E+01
3203.56,9.73E+01
3203.62,9.73E+01
3203.68,9.72E+01
3203.74,9.72E+01
3203.8,9.73E+01
3203.86,9.73E+01
3203.92,9.74E+01
3203.98,9.74E+01
3204.04,9.75E+01
3204.1,9.76E+01
3204.16,9.76E+01
3204.22,9.76E+01
3204.28,9.76E+01
3204.34,9.76E+01
3204.4,9.76E+01
3204.46,9.76E+01
3204.52,9.76E+01
3204.58,9.76E+01
3204.65,9.76E+01
3204.71,9.75E+01
3204.77,9.75E+01
3204.83,9.75E+01
3204.89,9.74E+01
3204.95,9.74E+01
3205.01,9.73E+01
3205.07,9.73E+01
3205.13,9.72E+01
3205.19,9.72E+01
3205.25,9.72E+01
3205.31,9.72E+01
3205.37,9.72E+01
3205.43,9.72E+01
3205.49,9.73E+01
3205.55,9.73E+01
3205.61,9.73E+01
3205.67,9.74E+01
3205.73,9.74E+01
3205.79,9.74E+01
3205.85,9.74E+01
3205.91,9.75E+01
3205.97,9.75E+01
3206.03,9.75E+01
3206.09,9.75E+01
3206.15,9.76E+01
3206.21,9.76E+01
3206.27,9.76E+01
3206.33,9.76E+01
3206.39,9.76E+01
3206.45,9.76E+01
3206.51,9.76E+01
3206.57,9.76E+01
3206.63,9.76E+01
3206.69,9.76E+01
3206.75,9.76E+01
3206.81,9.76E+01
3206.88,9.76E+01
3206.94,9.76E+01
3207,9.76E+01
3207.06,9.76E+01
3207.12,9.76E+01
3207.18,9.76E+01
3207.24,9.76E+01
3207.3,9.76E+01
3207.36,9.76E+01
3207.42,9.76E+01
3207.48,9.76E+01
3207.54,9.76E+01
3207.6,9.76E+01
3207.66,9.76E+01
3207.72,9.76E+01
3207.78,9.76E+01
3207.84,9.76E+01
3207.9,9.76E+01
3207.96,9.76E+01
3208.02,9.76E+01
3208.08,9.76E+01
3208.14,9.76E+01
3208.2,9.76E+01
3208.26,9.76E+01
3208.32,9.76E+01
3208.38,9.75E+01
3208.44,9.75E+01
3208.5,9.75E+01
3208.56,9.75E+01
3208.62,9.75E+01
3208.68,9.74E+01
3208.74,9.74E+01
3208.8,9.74E+01
3208.86,9.74E+01
3208.92,9.74E+01
3208.98,9.73E+01
3209.04,9.73E+01
3209.1,9.72E+01
3209.17,9.72E+01
3209.23,9.71E+01
3209.29,9.71E+01
3209.35,9.70E+01
3209.41,9.68E+01
3209.47,9.67E+01
3209.53,9.66E+01
3209.59,9.65E+01
3209.65,9.64E+01
3209.71,9.63E+01
3209.77,9.63E+01
3209.83,9.63E+01
3209.89,9.64E+01
3209.95,9.65E+01
3210.01,9.65E+01
3210.07,9.66E+01
3210.13,9.67E+01
3210.19,9.67E+01
3210.25,9.67E+01
3210.31,9.67E+01
3210.37,9.67E+01
3210.43,9.67E+01
3210.49,9.67E+01
3210.55,9.67E+01
3210.61,9.68E+01
3210.67,9.68E+01
3210.73,9.69E+01
3210.79,9.70E+01
3210.85,9.71E+01
3210.91,9.71E+01
3210.97,9.72E+01
3211.03,9.72E+01
3211.09,9.72E+01
3211.15,9.72E+01
3211.21,9.72E+01
3211.27,9.71E+01
3211.33,9.70E+01
3211.4,9.70E+01
3211.46,9.69E+01
3211.52,9.68E+01
3211.58,9.67E+01
3211.64,9.67E+01
3211.7,9.67E+01
3211.76,9.67E+01
3211.82,9.68E+01
3211.88,9.69E+01
3211.94,9.69E+01
3212,9.70E+01
3212.06,9.70E+01
3212.12,9.69E+01
3212.18,9.69E+01
3212.24,9.68E+01
3212.3,9.68E+01
3212.36,9.67E+01
3212.42,9.67E+01
3212.48,9.67E+01
3212.54,9.68E+01
3212.6,9.69E+01
3212.66,9.69E+01
3212.72,9.70E+01
3212.78,9.71E+01
3212.84,9.72E+01
3212.9,9.72E+01
3212.96,9.72E+01
3213.02,9.72E+01
3213.08,9.71E+01
3213.14,9.70E+01
3213.2,9.69E+01
3213.26,9.68E+01
3213.32,9.67E+01
3213.38,9.66E+01
3213.44,9.66E+01
3213.5,9.65E+01
3213.56,9.64E+01
3213.63,9.63E+01
3213.69,9.62E+01
3213.75,9.59E+01
3213.81,9.56E+01
3213.87,9.51E+01
3213.93,9.45E+01
3213.99,9.37E+01
3214.05,9.29E+01
3214.11,9.20E+01
3214.17,9.13E+01
3214.23,9.08E+01
3214.29,9.06E+01
3214.35,9.07E+01
3214.41,9.11E+01
3214.47,9.17E+01
3214.53,9.24E+01
3214.59,9.32E+01
3214.65,9.40E+01
3214.71,9.46E+01
3214.77,9.51E+01
3214.83,9.55E+01
3214.89,9.57E+01
3214.95,9.58E+01
3215.01,9.59E+01
3215.07,9.59E+01
3215.13,9.59E+01
3215.19,9.58E+01
3215.25,9.57E+01
3215.31,9.56E+01
3215.37,9.55E+01
3215.43,9.54E+01
3215.49,9.53E+01
3215.55,9.51E+01
3215.61,9.49E+01
3215.67,9.46E+01
3215.73,9.42E+01
3215.79,9.39E+01
3215.85,9.36E+01
3215.92,9.34E+01
3215.98,9.34E+01
3216.04,9.35E+01
3216.1,9.37E+01
3216.16,9.41E+01
3216.22,9.45E+01
3216.28,9.49E+01
3216.34,9.53E+01
3216.4,9.57E+01
3216.46,9.60E+01
3216.52,9.62E+01
3216.58,9.64E+01
3216.64,9.66E+01
3216.7,9.67E+01
3216.76,9.68E+01
3216.82,9.69E+01
3216.88,9.69E+01
3216.94,9.69E+01
3217,9.69E+01
3217.06,9.69E+01
3217.12,9.68E+01
3217.18,9.68E+01
3217.24,9.68E+01
3217.3,9.68E+01
3217.36,9.68E+01
3217.42,9.68E+01
3217.48,9.68E+01
3217.54,9.68E+01
3217.6,9.68E+01
3217.66,9.68E+01
3217.72,9.68E+01
3217.78,9.68E+01
3217.84,9.68E+01
3217.9,9.67E+01
3217.96,9.67E+01
3218.02,9.66E+01
3218.08,9.65E+01
3218.15,9.64E+01
3218.21,9.64E+01
3218.27,9.63E+01
3218.33,9.62E+01
3218.39,9.61E+01
3218.45,9.60E+01
3218.51,9.59E+01
3218.57,9.58E+01
3218.63,9.57E+01
3218.69,9.56E+01
3218.75,9.56E+01
3218.81,9.55E+01
3218.87,9.55E+01
3218.93,9.54E+01
3218.99,9.54E+01
3219.05,9.53E+01
3219.11,9.53E+01
3219.17,9.52E+01
3219.23,9.52E+01
3219.29,9.53E+01
3219.35,9.54E+01
3219.41,9.55E+01
3219.47,9.58E+01
3219.53,9.60E+01
3219.59,9.63E+01
3219.65,9.65E+01
3219.71,9.67E+01
3219.77,9.69E+01
3219.83,9.70E+01
3219.89,9.71E+01
3219.95,9.72E+01
3220.01,9.72E+01
3220.07,9.72E+01
3220.13,9.71E+01
3220.19,9.71E+01
3220.25,9.70E+01
3220.31,9.69E+01
3220.38,9.69E+01
3220.44,9.68E+01
3220.5,9.68E+01
3220.56,9.68E+01
3220.62,9.68E+01
3220.68,9.68E+01
3220.74,9.69E+01
3220.8,9.69E+01
3220.86,9.69E+01
3220.92,9.70E+01
3220.98,9.70E+01
3221.04,9.70E+01
3221.1,9.70E+01
3221.16,9.71E+01
3221.22,9.71E+01
3221.28,9.71E+01
3221.34,9.71E+01
3221.4,9.71E+01
3221.46,9.72E+01
3221.52,9.72E+01
3221.58,9.71E+01
3221.64,9.71E+01
3221.7,9.71E+01
3221.76,9.70E+01
3221.82,9.70E+01
3221.88,9.69E+01
3221.94,9.69E+01
3222,9.69E+01
3222.06,9.68E+01
3222.12,9.68E+01
3222.18,9.68E+01
3222.24,9.69E+01
3222.3,9.69E+01
3222.36,9.69E+01
3222.42,9.70E+01
3222.48,9.70E+01
3222.54,9.70E+01
3222.6,9.70E+01
3222.67,9.70E+01
3222.73,9.70E+01
3222.79,9.70E+01
3222.85,9.69E+01
3222.91,9.69E+01
3222.97,9.69E+01
3223.03,9.68E+01
3223.09,9.68E+01
3223.15,9.68E+01
3223.21,9.68E+01
3223.27,9.68E+01
3223.33,9.68E+01
3223.39,9.69E+01
3223.45,9.69E+01
3223.51,9.70E+01
3223.57,9.71E+01
3223.63,9.71E+01
3223.69,9.72E+01
3223.75,9.72E+01
3223.81,9.72E+01
3223.87,9.73E+01
3223.93,9.72E+01
3223.99,9.72E+01
3224.05,9.72E+01
3224.11,9.72E+01
3224.17,9.72E+01
3224.23,9.72E+01
3224.29,9.72E+01
3224.35,9.72E+01
3224.41,9.71E+01
3224.47,9.71E+01
3224.53,9.71E+01
3224.59,9.71E+01
3224.65,9.71E+01
3224.71,9.71E+01
3224.77,9.71E+01
3224.83,9.71E+01
3224.9,9.71E+01
3224.96,9.70E+01
3225.02,9.70E+01
3225.08,9.70E+01
3225.14,9.70E+01
3225.2,9.70E+01
3225.26,9.69E+01
3225.32,9.69E+01
3225.38,9.69E+01
3225.44,9.69E+01
3225.5,9.69E+01
3225.56,9.69E+01
3225.62,9.69E+01
3225.68,9.70E+01
3225.74,9.70E+01
3225.8,9.70E+01
3225.86,9.71E+01
3225.92,9.71E+01
3225.98,9.71E+01
3226.04,9.71E+01
3226.1,9.72E+01
3226.16,9.72E+01
3226.22,9.72E+01
3226.28,9.72E+01
3226.34,9.72E+01
3226.4,9.73E+01
3226.46,9.73E+01
3226.52,9.73E+01
3226.58,9.73E+01
3226.64,9.73E+01
3226.7,9.73E+01
3226.76,9.72E+01
3226.82,9.72E+01
3226.88,9.72E+01
3226.94,9.71E+01
3227,9.71E+01
3227.06,9.70E+01
3227.13,9.70E+01
3227.19,9.69E+01
3227.25,9.69E+01
3227.31,9.68E+01
3227.37,9.68E+01
3227.43,9.67E+01
3227.49,9.67E+01
3227.55,9.68E+01
3227.61,9.68E+01
3227.67,9.68E+01
3227.73,9.69E+01
3227.79,9.69E+01
3227.85,9.70E+01
3227.91,9.70E+01
3227.97,9.70E+01
3228.03,9.70E+01
3228.09,9.71E+01
3228.15,9.71E+01
3228.21,9.71E+01
3228.27,9.71E+01
3228.33,9.71E+01
3228.39,9.71E+01
3228.45,9.71E+01
3228.51,9.71E+01
3228.57,9.71E+01
3228.63,9.71E+01
3228.69,9.71E+01
3228.75,9.70E+01
3228.81,9.70E+01
3228.87,9.69E+01
3228.93,9.69E+01
3228.99,9.69E+01
3229.05,9.68E+01
3229.11,9.69E+01
3229.17,9.69E+01
3229.23,9.69E+01
3229.29,9.70E+01
3229.35,9.70E+01
3229.42,9.70E+01
3229.48,9.70E+01
3229.54,9.70E+01
3229.6,9.69E+01
3229.66,9.69E+01
3229.72,9.68E+01
3229.78,9.67E+01
3229.84,9.66E+01
3229.9,9.66E+01
3229.96,9.66E+01
3230.02,9.66E+01
3230.08,9.67E+01
